English Word,True Transliteration,Predicted Transliteration
dikhaee,दिखाईं,दिखाई
dikhai,दिखाईं,दिखाई
dikhayin,दिखाईं,दिखाइन
dikhai,दिखायी,दिखाई
dikhayi,दिखायी,दिखाई
dikhaai,दिखार्इ,दिखाई
dikhae,दिखार्इ,दिखाए
dikhai,दिखार्इ,दिखाई
dikhayi,दिखार्इ,दिखाई
dita,दिता,दीता
ditaa,दिता,दीता
dinaank,दिनांक,दीनांक
dinank,दिनांक,दीनांक
dirham,दिरहम,दीरहम
dilaaye,दिलाये,दिलाए
dilaye,दिलाये,दिलाए
deewani,दिवानी,दीवानी
diwani,दिवानी,दिवानी
divy,दिव्य,दिव्य
divya,दिव्य,दिव्य
divyata,दिव्यता,दिव्यता
divya,दिव्या,दिव्य
deepan,दीपन,दीपन
deepn,दीपन,दीपन
dipan,दीपन,दीपान
deepsingh,दीपसिंह,दीपिंह
dipsingh,दीपसिंह,दीप्सिंह
deepika,दीपिका,दीपिका
dipika,दीपिका,दीपिका
deeya,दीया,दीया
diya,दीया,दिया
dukaanon,दुकानों,दूकानों
dukanon,दुकानों,दूकानों
dukke,दुक्के,डुक्के
dukhan,दुखन,दुखान
dukhit,दुखित,दुखित
dukhiyon,दुखियों,दुखियों
dukhon,दुखों,दूखों
dubhashiyon,दुभाषियों,दुभाषियों
durgun,दुर्गुण,दुर्गुं
durghatna,दुर्घटना,दुर्घटना
durghtna,दुर्घटना,दुर्घटाना
duneerti,दुर्नीति,डनीर्ती
durniti,दुर्नीति,दूरनीति
durbhiksh,दुर्भिक्ष,दुर्भिक्ष
duvidhaaen,दुविधाएं,दुविधाएं
duvidhaayein,दुविधाएं,दुविधाएं
duvidhaen,दुविधाएं,दुविधाएं
duwaidhaayein,दुविधाएं,दुवैधाएं
dune,दूने,दूने
doordarshan,दूरदर्शन,दूरदर्शन
durdarshan,दूरदर्शन,दूरदर्शन
dradh,दृढ़,दृद्ध
dridh,दृढ़,दृद्ध
dekhoge,देखोगे,डेखोगे
denevaali,देनेवाली,देनेवाली
denevali,देनेवाली,देनेवाली
denewaali,देनेवाली,देनेवाली
denewali,देनेवाली,देनेवाली
deonar,देवनार,डियनार
devnaar,देवनार,देवनार
devnar,देवनार,देवनर
devaapur,देवापुर,देवापुर
devapur,देवापुर,देवापुर
devi,देवी,देवी
devisingh,देवीसिंह,डिविजिंह
devisinh,देवीसिंह,डिविजिन
deshkaal,देशकाल,देशकाल
deshkal,देशकाल,देशकल
deshke,देशके,देशके
desai,देसाई,देसाई
doge,दोगे,डोज
dvadash,द्वादश,द्वादश
dwaadas,द्वादश,द्वादास
dvivedi,द्विवेदी,द्विवेदी
dwivedi,द्विवेदी,द्विवेदी
dhande,धंधे,ढंडे
dhandhe,धंधे,ढंडे
dhndhe,धंधे,धृंढे
dhandhon,धंधों,ढंडों
dhandon,धंधों,ढंडों
dhakelte,धकेलते,ढकेलते
dhkelate,धकेलते,ढकेलते
dhatana,धटना,धातना
dhatna,धटना,धातना
dhankuber,धनकुबेर,धनकुबर
dhanadhany,धनधान्य,धनाढन्य
dhandhaanya,धनधान्य,धंधान्य
dhandhany,धनधान्य,धंधन्य
dhandhanya,धनधान्य,धंधन्य
dhamkaataa,धमकाता,धमकाता
dhamkata,धमकाता,धमकता
dhamm,धम्म,धम्म
dhamma,धम्मा,धम्मा
dhammaa,धम्मा,धम्मा
dharmnath,धर्मनाथ,धर्मनाथ
dharmraj,धर्मराज,धर्मराज
dharmesh,धर्मेश,धर्मेश
dhasmaanaa,धस्माना,धसमाना
dhasmana,धस्माना,धसमाना
dhaak,धाक,ढाक
dhak,धाक,ढाक
dhaaga,धागा,धागा
dhaagaa,धागा,धागा
dhaga,धागा,धागा
dhaatuein,धातुएं,धातुएं
dhaatuyein,धातुएं,धातुएं
dhtuen,धातुएं,धतुएं
dhaarak,धारक,ढारक
dharak,धारक,धारक
dhaari,धारी,धारी
dhari,धारी,धारी
dhuan,धुआं,धुं
dhunaai,धुनाई,धुंआई
dhunai,धुनाई,धुनाई
dhuriya,धुरिया,धुरिया
dhuriyaa,धुरिया,धुरिया
dhuni,धूनी,धूणी
dhairyavaan,धैर्यवान,धैर्यवाण
dhairyawan,धैर्यवान,धैर्यवां
dhiryavan,धैर्यवान,धीर्यवन
dhiryawaan,धैर्यवान,धीर्यावान
dhokebaaj,धोखेबाज,धोखेबाज
dhokebaaz,धोखेबाज,धोखेबाज
dhokebaj,धोखेबाज,धोखेबाज
dhokebaz,धोखेबाज,धोखेबाज
dhokhebaaj,धोखेबाज,धोखेबाज
dhokhebaj,धोखेबाज,धोखेबाज
dhona,धोना,ढोना
dhonaa,धोना,ढोना
dhoraaji,धोराजी,धोराजी
dhoraji,धोराजी,धोरजी
dhoron,धोरों,धोरों
dhyeyavaadi,ध्येयवादी,ध्य्यवादी
dhyeywadi,ध्येयवादी,ध्य्यवादी
dyeyvadi,ध्येयवादी,ड्य्यवादी
dhrupad,ध्रुपद,ध्रुपद
drupad,ध्रुपद,द्रुपद
nandanvan,नंदनवन,नंदनवन
nadsa,नक्सल,नदसा
naksal,नक्सल,नकसाल
naxal,नक्सल,नक्सल
naksalavaad,नक्सलवाद,नकसालावाद
naksalwaad,नक्सलवाद,नकसालवाद
naksalwad,नक्सलवाद,नकसालवाड़
naxalvaaad,नक्सलवाद,नक्लवाद
naxalwaad,नक्सलवाद,नक्लवाड़
naksaliyon,नक्सलियों,नकसालियों
naxaliyon,नक्सलियों,नक्मलियों
naksali,नक्सली,नकसाली
naxali,नक्सली,नक्ली
nagaada,नगाड़ा,नगाडा
nagaadaa,नगाड़ा,नगादा
nagaaraa,नगाड़ा,नगारा
nageene,नगीने,नागीने
nagine,नगीने,नागिन
najarandaaj,नजरंदाज,नजरअंदाज
najarandaaz,नजरंदाज,नजरअंदाज
nazarandaaj,नजरंदाज,नजरअंदाज
nazarandaaz,नजरंदाज,नजरअंदाज
nazarandaz,नजरंदाज,नजरअंदाज
najraane,नजराने,नजराने
nazraane,नजराने,नजराने
najariyon,नजरियों,नजरियों
najriyon,नजरियों,नजरियों
najron,नजरों,नजरों
najeeb,नजीब,नजीब
najib,नजीब,नाजिब
najibabaad,नजीबाबाद,नाजिबाबाद
najibabad,नजीबाबाद,नाजिबाबाद
najeem,नजीम,नजीम
najim,नजीम,नाजिम
nazeem,नजीम,नजीम
nana,नना,नाना
nanaa,नना,नाना
nna,नना,नाना
nanhe,नन्हें,नन्हे
nanhein,नन्हें,नन्हें
nabj,नब्ज़,नब्ब
nabja,नब्ज़,नब्जा
nabz,नब्ज़,नब्ब
namkeen,नमकीन,नमकीन
namkin,नमकीन,नमकीन
narnaari,नरनारी,नरनारी
narnari,नरनारी,नर्नरी
narbhakshi,नरभक्षी,नारभक्षी
naram,नरम,नरम
narm,नरम,नर्म
narmi,नरमी,नार्मी
narsanhar,नरसंहार,नरसंहार
narsanharon,नरसंहारों,नरसंहारों
november,नवंबर,नोवंबर
navketan,नवकेतन,नवकेतन
navjaagaran,नवजागरण,नवजागरण
navjagran,नवजागरण,नवजग्रण
navdha,नवधा,नवधा
navvadhoo,नववधू,नववादु
navvadhu,नववधू,नववाद्यु
nava,नवा,नवा
navaa,नवा,नवा
navate,नवाते,नवाते
navanagar,नवानगर,नवानगर
nawanagar,नवानगर,नवानगर
navya,नव्या,नव्य
naseem,नसीम,नसीम
nasim,नसीम,नसीम
nights,नाइट्रस,नाइट्स
nitrous,नाइट्रस,नाइट्रॉस
nineteez,नाइनटीज,निनेटीज
nineties,नाइनटीज,निनेटिस
ninties,नाइनटीज,निंटीज
nau,नाऊ,नौ
